Randomizer Version: 4.6.1
Random Seed: 38577501505239
Settings String: 322IygEAnj8AP8AAgERAAKkJAjECQAACQA9AQABoAAAAAAAAgCIxsEywVoICTIJCQDGUwEAElBva2Vtb24gT21lZ2EgUnViee7Lak7jwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Recover have 5 PP
Made Soft-Boiled have 5 PP
Made Leech Life have 80 power and 10 PP
Made Rest have 5 PP
Made Swagger have 85% accuracy
Made Milk Drink have 5 PP
Made Rapid Spin have 50 power
Made Luster Purge have 95 power
Made Mist Ball have 95 power
Made Slack Off have 5 PP
Made Roost have 5 PP
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
 53 Persian          |     - |         - |Earth Power |          - |         - |Baton Pass |        - |   - |          - |    - |Synchronoise |          - |Foul Play |          - |          - |Sludge |Power Trick |Work Up |      - |        - |           - |     - |    - |   - |Bubble Beam |Ion Deluge |          - |      - |           - |        - |Swift |         - |         - |         - |Punishment |    - |       - |Fury Swipes |         - |Howl |Sky Uppercut |             - |Karate Chop |        - |        - |   - |Nuzzle |Thrash |Gust |          - |         - |         - |       - |        - |Parting Shot |Flatter |Spikes |Rain Dance |      - |Electric Terrain |Charm |      - |Assurance |
 54 Psyduck          |     - |         - |          - |Sacred Fire |         - |Baton Pass |        - |   - |          - |Thief |Synchronoise |          - |        - |Water Sport |Focus Blast |Sludge |          - |Work Up |      - |Nightmare |Grass Pledge |Uproar |Mimic |   - |Bubble Beam |Ion Deluge |          - |Recover |           - |        - |Swift |         - |         - |Rock Slide |         - |Trick |       - |          - |         - |Howl |Sky Uppercut |Power-Up Punch |Karate Chop |Stockpile |        - |Bite |Nuzzle |Thrash |   - |Dream Eater |Razor Leaf |         - |       - |        - |           - |      - |     - |Rain Dance |      - |Electric Terrain |Charm |Revenge |Assurance |
 55 Golduck          |Sketch |Sky Attack |Earth Power |          - |Autotomize |         - |        - |   - |          - |Thief |Synchronoise |Lucky Chant |Foul Play |          - |          - |     - |Power Trick |Work Up |      - |Nightmare |           - |Uproar |    - |Smog |Bubble Beam |         - |Shadow Ball |      - |           - |        - |Swift |         - |Mega Punch |Rock Slide |Punishment |    - |       - |Fury Swipes |         - |Howl |Sky Uppercut |Power-Up Punch |          - |Stockpile |Iron Head |   - |     - |     - |Gust |Dream Eater |         - |         - |Fake Out |Magnitude |           - |Flatter |     - |Rain Dance |      - |Electric Terrain |Charm |      - |Assurance |
 56 Mankey           |     - |Sky Attack |Earth Power |          - |Autotomize |         - |        - |   - |Lunar Dance |Thief |           - |Lucky Chant |Foul Play |          - |Focus Blast |     - |          - |      - |Refresh |        - |           - |     - |Mimic |Smog |Bubble Beam |         - |          - |      - |Final Gambit |Knock Off |Swift |Sheer Cold |         - |         - |Punishment |Trick |Low Kick |          - |         - |   - |Sky Uppercut |             - |Karate Chop |Stockpile |Iron Head |   - |Nuzzle |     - |   - |Dream Eater |Razor Leaf |Supersonic |       - |        - |Parting Shot |Flatter |Spikes |         - |      - |Electric Terrain |    - |      - |        - |
 57 Primeape         |     - |         - |Earth Power |          - |         - |Baton Pass |        - |Sing |          - |    - |Synchronoise |          - |        - |Water Sport |          - |     - |Power Trick |Work Up |      - |        - |           - |     - |Mimic |   - |Bubble Beam |         - |          - |Recover |           - |Knock Off |    - |         - |         - |Rock Slide |         - |Trick |Low Kick |Fury Swipes |         - |   - |           - |             - |Karate Chop |Stockpile |        - |   - |Nuzzle |     - |   - |          - |Razor Leaf |Supersonic |Fake Out |Magnitude |           - |      - |Spikes |         - |Chatter |               - |    - |      - |        - |
 58 Growlithe        |     - |         - |          - |          - |Autotomize |         - |        - |Sing |          - |Thief |           - |          - |Foul Play |Water Sport |Focus Blast |     - |Power Trick |Work Up |Refresh |        - |           - |     - |    - |   - |Bubble Beam |Ion Deluge |Shadow Ball |      - |Final Gambit |        - |Swift |Sheer Cold |         - |         - |         - |Trick |Low Kick |Fury Swipes |         - |Howl |Sky Uppercut |Power-Up Punch |          - |        - |        - |Bite |Nuzzle |     - |   - |          - |Razor Leaf |Supersonic |Fake Out |        - |           - |Flatter |     - |Rain Dance |Chatter |               - |    - |Revenge |Assurance |
 59 Arcanine         |     - |         - |Earth Power |          - |Autotomize |Baton Pass |Celebrate |Sing |Lunar Dance |    - |Synchronoise |          - |        - |Water Sport |          - |     - |          - |Work Up |      - |Nightmare |           - |     - |    - |Smog |Bubble Beam |         - |          - |      - |           - |Knock Off |Swift |         - |Mega Punch |         - |Punishment |    - |Low Kick |Fury Swipes |Pain Split |Howl |           - |             - |          - |        - |        - |Bite |Nuzzle |     - |Gust |          - |Razor Leaf |         - |Fake Out |        - |           - |Flatter |Spikes |         - |      - |Electric Terrain |    - |      - |        - |
 60 Poliwag          |Sketch |Sky Attack |          - |Sacred Fire |         - |         - |Celebrate |Sing |          - |Thief |Synchronoise |          - |Foul Play |          - |Focus Blast |     - |Power Trick |      - |      - |        - |           - |Uproar |    - |Smog |Bubble Beam |         - |          - |      - |           - |        - |Swift |Sheer Cold |Mega Punch |         - |         - |Trick |       - |          - |Pain Split |Howl |Sky Uppercut |             - |Karate Chop |        - |        - |   - |     - |Thrash |   - |          - |Razor Leaf |         - |       - |Magnitude |           - |      - |     - |         - |      - |               - |    - |Revenge |        - |
 61 Poliwhirl        |Sketch |Sky Attack |Earth Power |Sacred Fire |Autotomize |Baton Pass |        - |Sing |          - |Thief |Synchronoise |Lucky Chant |Foul Play |Water Sport |          - |Sludge |          - |Work Up |Refresh |        - |Grass Pledge |     - |Mimic |Smog |Bubble Beam |         - |Shadow Ball |      - |           - |        - |Swift |Sheer Cold |Mega Punch |Rock Slide |         - |Trick |       - |Fury Swipes |Pain Split |   - |Sky Uppercut |             - |          - |Stockpile |        - |   - |Nuzzle |     - |   - |          - |         - |         - |       - |        - |Parting Shot |      - |     - |         - |      - |               - |Charm |      - |        - |
 62 Poliwrath        |     - |Sky Attack |          - |Sacred Fire |         - |         - |Celebrate |Sing |Lunar Dance |    - |Synchronoise |          - |        - |Water Sport |          - |Sludge |Power Trick |Work Up |      - |        - |           - |     - |Mimic |   - |Bubble Beam |         - |          - |      - |           - |        - |    - |         - |         - |Rock Slide |Punishment |    - |Low Kick |Fury Swipes |         - |   - |Sky Uppercut |Power-Up Punch |          - |        - |Iron Head |Bite |Nuzzle |Thrash |Gust |          - |Razor Leaf |Supersonic |Fake Out |Magnitude |Parting Shot |Flatter |     - |         - |Chatter |Electric Terrain |Charm |Revenge |Assurance |
 63 Abra             |     - |         - |Earth Power |          - |Autotomize |         - |        - |Sing |Lunar Dance |Thief |           - |          - |        - |Water Sport |Focus Blast |     - |          - |Work Up |      - |        - |           - |     - |Mimic |   - |          - |Ion Deluge |          - |      - |Final Gambit |        - |Swift |Sheer Cold |         - |Rock Slide |         - |    - |Low Kick |Fury Swipes |         - |   - |Sky Uppercut |             - |Karate Chop |Stockpile |Iron Head |Bite |     - |     - |Gust |          - |Razor Leaf |         - |       - |Magnitude |Parting Shot |      - |Spikes |         - |      - |Electric Terrain |    - |Revenge |Assurance |
 64 Kadabra          |Sketch |Sky Attack |          - |Sacred Fire |Autotomize |         - |Celebrate |Sing |          - |    - |Synchronoise |Lucky Chant |        - |          - |Focus Blast |     - |          - |      - |Refresh |        - |Grass Pledge |Uproar |Mimic |   - |          - |         - |Shadow Ball |Recover |           - |Knock Off |    - |         - |         - |         - |         - |Trick |       - |          - |         - |   - |           - |             - |Karate Chop |Stockpile |        - |   - |     - |     - |   - |          - |         - |         - |       - |        - |           - |      - |     - |         - |Chatter |               - |    - |Revenge |        - |
 65 Alakazam         |Sketch |Sky Attack |          - |          - |         - |         - |        - |Sing |Lunar Dance |    - |Synchronoise |Lucky Chant |        - |          - |          - |     - |Power Trick |      - |      - |        - |Grass Pledge |Uproar |Mimic |   - |          - |         - |Shadow Ball |      - |           - |        - |    - |Sheer Cold |         - |         - |         - |Trick |       - |Fury Swipes |         - |Howl |Sky Uppercut |             - |Karate Chop |Stockpile |Iron Head |   - |     - |     - |   - |Dream Eater |         - |         - |Fake Out |        - |Parting Shot |Flatter |Spikes |         - |      - |               - |Charm |      - |        - |
 66 Machop           |Sketch |Sky Attack |          - |Sacred Fire |         - |         - |Celebrate |Sing |Lunar Dance |Thief |           - |Lucky Chant |Foul Play |          - |          - |Sludge |          - |      - |      - |Nightmare |Grass Pledge |Uproar |    - |Smog |Bubble Beam |         - |          - |      - |Final Gambit |        - |Swift |Sheer Cold |Mega Punch |Rock Slide |         - |    - |Low Kick |          - |         - |Howl |           - |Power-Up Punch |          - |Stockpile |Iron Head |Bite |     - |Thrash |   - |Dream Eater |Razor Leaf |         - |Fake Out |Magnitude |Parting Shot |Flatter |Spikes |         - |      - |               - |Charm |Revenge |Assurance |
 67 Machoke          |     - |         - |Earth Power |Sacred Fire |         - |Baton Pass |Celebrate |   - |          - |Thief |Synchronoise |Lucky Chant |        - |Water Sport |          - |     - |Power Trick |      - |      - |Nightmare |Grass Pledge |     - |    - |Smog |          - |         - |Shadow Ball |      - |Final Gambit |        - |    - |Sheer Cold |Mega Punch |Rock Slide |         - |    - |Low Kick |          - |Pain Split |Howl |           - |Power-Up Punch |          - |Stockpile |        - |Bite |     - |     - |Gust |          - |Razor Leaf |         - |       - |Magnitude |Parting Shot |      - |     - |         - |      - |               - |    - |      - |        - |
 68 Machamp          |     - |         - |Earth Power |Sacred Fire |         - |Baton Pass |Celebrate |   - |          - |Thief |           - |Lucky Chant |        - |          - |          - |     - |          - |Work Up |Refresh |Nightmare |           - |Uproar |    - |   - |Bubble Beam |         - |          - |      - |           - |Knock Off |    - |         - |Mega Punch |         - |         - |Trick |       - |Fury Swipes |Pain Split |Howl |Sky Uppercut |Power-Up Punch |          - |Stockpile |        - |   - |Nuzzle |Thrash |Gust |Dream Eater |         - |Supersonic |Fake Out |        - |Parting Shot |      - |     - |         - |Chatter |               - |Charm |Revenge |Assurance |
 69 Bellsprout       |Sketch |Sky Attack |          - |          - |         - |Baton Pass |        - |   - |Lunar Dance |Thief |           - |Lucky Chant |        - |          - |Focus Blast |     - |          - |Work Up |Refresh |Nightmare |           - |     - |    - |   - |Bubble Beam |Ion Deluge |Shadow Ball |Recover |Final Gambit |Knock Off |    - |         - |         - |Rock Slide |Punishment |    - |Low Kick |          - |         - |   - |Sky Uppercut |             - |          - |        - |        - |Bite |Nuzzle |Thrash |Gust |          - |Razor Leaf |         - |Fake Out |Magnitude |Parting Shot |Flatter |Spikes |         - |      - |               - |    - |      - |        - |
 70 Weepinbell       |Sketch |         - |Earth Power |          - |Autotomize |         - |Celebrate |   - |          - |    - |Synchronoise |Lucky Chant |Foul Play |Water Sport |          - |     - |Power Trick |      - |      - |Nightmare |           - |Uproar |    - |Smog |Bubble Beam |         - |Shadow Ball |      - |           - |Knock Off |    - |Sheer Cold |         - |         - |         - |    - |       - |Fury Swipes |         - |Howl |Sky Uppercut |             - |          - |        - |        - |   - |     - |Thrash |Gust |          - |         - |         - |       - |Magnitude |Parting Shot |      - |Spikes |         - |Chatter |               - |    - |      - |        - |
 71 Victreebel       |     - |Sky Attack |          - |          - |Autotomize |Baton Pass |Celebrate |   - |          - |Thief |Synchronoise |          - |Foul Play |          - |Focus Blast |Sludge |Power Trick |Work Up |      - |        - |           - |     - |Mimic |Smog |Bubble Beam |Ion Deluge |          - |Recover |Final Gambit |Knock Off |    - |Sheer Cold |         - |Rock Slide |         - |    - |Low Kick |          - |         - |Howl |Sky Uppercut |             - |          - |Stockpile |Iron Head |   - |     - |     - |   - |          - |         - |         - |       - |Magnitude |           - |      - |Spikes |Rain Dance |Chatter |Electric Terrain |Charm |Revenge |        - |
 72 Tentacool        |Sketch |Sky Attack |Earth Power |          - |         - |         - |Celebrate |   - |Lunar Dance |Thief |           - |Lucky Chant |        - |          - |          - |     - |Power Trick |      - |Refresh |        - |Grass Pledge |     - |    - |Smog |Bubble Beam |         - |          - |      - |Final Gambit |Knock Off |    - |         - |Mega Punch |         - |         - |Trick |Low Kick |Fury Swipes |         - |Howl |Sky Uppercut |             - |Karate Chop |        - |        - |   - |     - |Thrash |   - |Dream Eater |Razor Leaf |         - |Fake Out |        - |           - |Flatter |     - |         - |Chatter |               - |    - |Revenge |        - |
 73 Tentacruel       |Sketch |Sky Attack |Earth Power |          - |Autotomize |Baton Pass |        - |Sing |          - |    - |           - |          - |Foul Play |Water Sport |          - |Sludge |Power Trick |      - |      - |        - |           - |Uproar |    - |Smog |          - |Ion Deluge |          - |      - |Final Gambit |        - |    - |Sheer Cold |         - |         - |         - |Trick |Low Kick |Fury Swipes |         - |Howl |Sky Uppercut |             - |          - |Stockpile |Iron Head |   - |     - |     - |   - |          - |         - |Supersonic |       - |Magnitude |Parting Shot |Flatter |Spikes |Rain Dance |      - |               - |Charm |      - |        - |
 74 Geodude          |Sketch |Sky Attack |Earth Power |Sacred Fire |Autotomize |         - |Celebrate |Sing |Lunar Dance |Thief |           - |Lucky Chant |Foul Play |Water Sport |Focus Blast |Sludge |Power Trick |Work Up |      - |Nightmare |Grass Pledge |Uproar |Mimic |Smog |          - |Ion Deluge |          - |Recover |           - |Knock Off |Swift |         - |Mega Punch |Rock Slide |         - |Trick |       - |          - |         - |   - |           - |             - |Karate Chop |        - |        - |Bite |Nuzzle |     - |   - |          - |Razor Leaf |         - |Fake Out |        - |Parting Shot |      - |     - |         - |Chatter |               - |Charm |Revenge |        - |
 75 Graveler         |     - |         - |Earth Power |          - |Autotomize |         - |Celebrate |   - |Lunar Dance |    - |Synchronoise |Lucky Chant |Foul Play |Water Sport |          - |Sludge |Power Trick |Work Up |Refresh |Nightmare |Grass Pledge |Uproar |    - |Smog |Bubble Beam |         - |Shadow Ball |      - |Final Gambit |Knock Off |    - |         - |Mega Punch |Rock Slide |         - |    - |Low Kick |          - |Pain Split |Howl |           - |Power-Up Punch |Karate Chop |Stockpile |Iron Head |   - |Nuzzle |Thrash |   - |          - |Razor Leaf |Supersonic |Fake Out |Magnitude |           - |Flatter |     - |Rain Dance |      - |Electric Terrain |Charm |Revenge |Assurance |
 76 Golem            |Sketch |Sky Attack |Earth Power |          - |         - |         - |        - |Sing |          - |    - |Synchronoise |          - |        - |Water Sport |          - |     - |Power Trick |Work Up |Refresh |        - |Grass Pledge |     - |    - |Smog |          - |         - |Shadow Ball |Recover |Final Gambit |Knock Off |Swift |Sheer Cold |         - |         - |         - |Trick |       - |Fury Swipes |Pain Split |   - |           - |Power-Up Punch |Karate Chop |        - |        - |Bite |Nuzzle |     - |   - |          - |Razor Leaf |Supersonic |Fake Out |Magnitude |           - |      - |Spikes |         - |Chatter |Electric Terrain |    - |Revenge |        - |
 77 Ponyta           |     - |Sky Attack |          - |          - |         - |         - |Celebrate |Sing |          - |    - |           - |          - |Foul Play |          - |Focus Blast |Sludge |          - |      - |      - |Nightmare |Grass Pledge |Uproar |    - |   - |Bubble Beam |Ion Deluge |Shadow Ball |      - |Final Gambit |Knock Off |    - |Sheer Cold |         - |         - |         - |    - |       - |Fury Swipes |         - |   - |Sky Uppercut |             - |Karate Chop |        - |        - |Bite |     - |Thrash |   - |          - |Razor Leaf |         - |       - |Magnitude |           - |Flatter |     - |Rain Dance |      - |               - |Charm |Revenge |Assurance |
 78 Rapidash         |Sketch |Sky Attack |Earth Power |Sacred Fire |Autotomize |Baton Pass |        - |   - |Lunar Dance |Thief |           - |          - |        - |Water Sport |          - |     - |Power Trick |Work Up |Refresh |Nightmare |           - |     - |    - |Smog |Bubble Beam |         - |          - |Recover |           - |Knock Off |Swift |         - |Mega Punch |Rock Slide |         - |    - |Low Kick |Fury Swipes |Pain Split |Howl |Sky Uppercut |Power-Up Punch |Karate Chop |Stockpile |Iron Head |   - |Nuzzle |Thrash |   - |          - |         - |         - |Fake Out |Magnitude |           - |      - |Spikes |Rain Dance |Chatter |Electric Terrain |    - |      - |Assurance |
 79 Slowpoke         |     - |Sky Attack |Earth Power |          - |Autotomize |         - |Celebrate |Sing |          - |Thief |           - |          - |Foul Play |          - |          - |     - |Power Trick |      - |      - |        - |           - |Uproar |Mimic |   - |Bubble Beam |Ion Deluge |Shadow Ball |      - |           - |Knock Off |Swift |         - |Mega Punch |Rock Slide |Punishment |    - |Low Kick |          - |         - |   - |           - |             - |Karate Chop |Stockpile |        - |Bite |     - |     - |   - |          - |         - |         - |Fake Out |Magnitude |           - |      - |Spikes |         - |Chatter |Electric Terrain |Charm |Revenge |        - |
 80 Slowbro          |     - |         - |Earth Power |          - |         - |         - |Celebrate |   - |          - |    - |Synchronoise |Lucky Chant |        - |Water Sport |Focus Blast |     - |Power Trick |Work Up |Refresh |Nightmare |           - |     - |    - |   - |          - |Ion Deluge |Shadow Ball |      - |Final Gambit |        - |Swift |Sheer Cold |         - |Rock Slide |         - |    - |       - |          - |         - |Howl |Sky Uppercut |             - |          - |        - |        - |Bite |Nuzzle |Thrash |Gust |          - |         - |Supersonic |Fake Out |Magnitude |           - |      - |     - |         - |      - |Electric Terrain |    - |Revenge |        - |
 81 Magnemite        |     - |Sky Attack |Earth Power |Sacred Fire |         - |         - |        - |Sing |Lunar Dance |    - |           - |          - |Foul Play |Water Sport |Focus Blast |Sludge |          - |      - |Refresh |Nightmare |           - |     - |Mimic |   - |          - |Ion Deluge |Shadow Ball |      - |Final Gambit |Knock Off |    - |         - |Mega Punch |         - |Punishment |Trick |Low Kick |Fury Swipes |         - |Howl |Sky Uppercut |             - |Karate Chop |Stockpile |Iron Head |Bite |     - |Thrash |   - |          - |Razor Leaf |Supersonic |       - |        - |           - |      - |Spikes |Rain Dance |Chatter |Electric Terrain |    - |      - |        - |
 82 Magneton         |     - |         - |Earth Power |Sacred Fire |Autotomize |Baton Pass |Celebrate |   - |Lunar Dance |    - |           - |Lucky Chant |Foul Play |          - |          - |Sludge |          - |      - |Refresh |Nightmare |Grass Pledge |     - |    - |Smog |          - |Ion Deluge |Shadow Ball |Recover |           - |        - |    - |Sheer Cold |         - |Rock Slide |Punishment |    - |Low Kick |Fury Swipes |         - |   - |Sky Uppercut |             - |          - |Stockpile |        - |Bite |     - |Thrash |Gust |Dream Eater |         - |         - |       - |        - |Parting Shot |Flatter |     - |         - |      - |               - |Charm |Revenge |Assurance |
 83 Farfetch’d       |     - |         - |Earth Power |          - |Autotomize |Baton Pass |        - |Sing |Lunar Dance |    - |           - |          - |Foul Play |Water Sport |Focus Blast |     - |Power Trick |      - |Refresh |        - |           - |Uproar |    - |   - |Bubble Beam |Ion Deluge |          - |Recover |Final Gambit |        - |    - |         - |Mega Punch |         - |         - |Trick |Low Kick |Fury Swipes |Pain Split |   - |           - |             - |Karate Chop |Stockpile |        - |Bite |     - |     - |   - |          - |Razor Leaf |Supersonic |       - |Magnitude |Parting Shot |      - |Spikes |Rain Dance |Chatter |               - |Charm |Revenge |        - |
 84 Doduo            |Sketch |Sky Attack |          - |          - |Autotomize |Baton Pass |Celebrate |Sing |          - |    - |Synchronoise |Lucky Chant |Foul Play |Water Sport |Focus Blast |Sludge |Power Trick |Work Up |Refresh |Nightmare |           - |Uproar |Mimic |   - |Bubble Beam |Ion Deluge |Shadow Ball |Recover |           - |        - |Swift |Sheer Cold |Mega Punch |         - |Punishment |Trick |       - |Fury Swipes |         - |Howl |           - |             - |          - |Stockpile |        - |   - |     - |Thrash |Gust |Dream Eater |         - |         - |Fake Out |Magnitude |           - |      - |     - |Rain Dance |Chatter |Electric Terrain |    - |      - |Assurance |
 85 Dodrio           |     - |Sky Attack |Earth Power |Sacred Fire |Autotomize |         - |Celebrate |   - |Lunar Dance |    - |Synchronoise |          - |Foul Play |Water Sport |Focus Blast |Sludge |Power Trick |      - |      - |        - |           - |     - |Mimic |   - |Bubble Beam |         - |Shadow Ball |Recover |Final Gambit |Knock Off |Swift |Sheer Cold |         - |         - |Punishment |    - |Low Kick |Fury Swipes |         - |Howl |Sky Uppercut |             - |Karate Chop |        - |        - |Bite |Nuzzle |Thrash |Gust |          - |         - |         - |       - |        - |           - |      - |     - |         - |      - |Electric Terrain |Charm |      - |        - |
 86 Seel             |     - |Sky Attack |Earth Power |Sacred Fire |         - |Baton Pass |        - |Sing |Lunar Dance |    - |Synchronoise |Lucky Chant |        - |Water Sport |          - |     - |Power Trick |Work Up |Refresh |Nightmare |Grass Pledge |     - |Mimic |Smog |Bubble Beam |Ion Deluge |          - |Recover |           - |Knock Off |Swift |Sheer Cold |         - |         - |         - |Trick |Low Kick |          - |         - |   - |           - |Power-Up Punch |          - |Stockpile |Iron Head |   - |Nuzzle |     - |   - |Dream Eater |         - |Supersonic |       - |        - |Parting Shot |Flatter |     - |         - |      - |Electric Terrain |    - |      - |Assurance |
 87 Dewgong          |     - |         - |Earth Power |Sacred Fire |Autotomize |         - |Celebrate |Sing |          - |Thief |           - |          - |Foul Play |Water Sport |          - |Sludge |          - |Work Up |Refresh |        - |           - |Uproar |    - |Smog |          - |Ion Deluge |Shadow Ball |      - |           - |        - |Swift |Sheer Cold |         - |         - |         - |    - |Low Kick |          - |         - |   - |Sky Uppercut |             - |Karate Chop |        - |        - |   - |     - |Thrash |Gust |          - |         - |         - |       - |        - |Parting Shot |Flatter |     - |Rain Dance |Chatter |Electric Terrain |    - |      - |Assurance |
 88 Grimer           |Sketch |         - |Earth Power |          - |Autotomize |Baton Pass |Celebrate |   - |Lunar Dance |Thief |Synchronoise |Lucky Chant |        - |          - |Focus Blast |Sludge |Power Trick |Work Up |      - |        - |Grass Pledge |     - |    - |Smog |Bubble Beam |Ion Deluge |          - |      - |           - |Knock Off |Swift |Sheer Cold |         - |Rock Slide |Punishment |Trick |       - |Fury Swipes |Pain Split |   - |           - |             - |          - |Stockpile |        - |   - |Nuzzle |     - |   - |Dream Eater |Razor Leaf |Supersonic |       - |        - |Parting Shot |Flatter |Spikes |Rain Dance |      - |               - |    - |Revenge |        - |
 89 Muk              |Sketch |Sky Attack |          - |          - |Autotomize |         - |Celebrate |Sing |          - |Thief |Synchronoise |          - |        - |Water Sport |          - |     - |Power Trick |      - |      - |Nightmare |Grass Pledge |     - |    - |   - |          - |Ion Deluge |Shadow Ball |      - |           - |        - |    - |         - |         - |Rock Slide |         - |Trick |       - |          - |         - |   - |           - |Power-Up Punch |          - |Stockpile |Iron Head |   - |Nuzzle |Thrash |   - |Dream Eater |Razor Leaf |         - |       - |        - |           - |Flatter |     - |         - |Chatter |Electric Terrain |Charm |Revenge |        - |
 90 Shellder         |Sketch |         - |Earth Power |Sacred Fire |Autotomize |Baton Pass |        - |Sing |          - |Thief |           - |          - |        - |          - |          - |Sludge |          - |Work Up |Refresh |Nightmare |Grass Pledge |Uproar |    - |Smog |          - |         - |          - |      - |           - |        - |Swift |         - |         - |Rock Slide |         - |    - |Low Kick |Fury Swipes |         - |   - |           - |Power-Up Punch |          - |        - |Iron Head |Bite |     - |Thrash |Gust |          - |Razor Leaf |Supersonic |Fake Out |        - |Parting Shot |Flatter |Spikes |         - |      - |               - |Charm |      - |        - |
 91 Cloyster         |     - |Sky Attack |          - |          - |         - |Baton Pass |Celebrate |Sing |          - |    - |Synchronoise |          - |        - |Water Sport |Focus Blast |Sludge |          - |      - |      - |        - |Grass Pledge |     - |Mimic |   - |          - |         - |Shadow Ball |Recover |           - |Knock Off |Swift |         - |         - |         - |Punishment |    - |       - |Fury Swipes |Pain Split |Howl |Sky Uppercut |             - |          - |        - |Iron Head |Bite |Nuzzle |Thrash |Gust |Dream Eater |         - |         - |Fake Out |Magnitude |           - |Flatter |Spikes |Rain Dance |      - |Electric Terrain |    - |      - |Assurance |
 92 Gastly           |     - |         - |          - |          - |         - |         - |Celebrate |   - |          - |Thief |Synchronoise |          - |Foul Play |          - |Focus Blast |     - |          - |Work Up |      - |        - |Grass Pledge |     - |    - |   - |          - |Ion Deluge |Shadow Ball |Recover |Final Gambit |        - |    - |Sheer Cold |Mega Punch |Rock Slide |Punishment |    - |       - |Fury Swipes |         - |   - |           - |Power-Up Punch |Karate Chop |Stockpile |Iron Head |Bite |Nuzzle |     - |   - |          - |         - |         - |Fake Out |        - |Parting Shot |      - |     - |Rain Dance |Chatter |               - |Charm |      - |Assurance |
 93 Haunter          |     - |         - |Earth Power |          - |         - |Baton Pass |Celebrate |   - |          - |    - |           - |          - |Foul Play |Water Sport |          - |     - |Power Trick |Work Up |Refresh |        - |           - |     - |    - |   - |Bubble Beam |Ion Deluge |Shadow Ball |Recover |           - |        - |Swift |Sheer Cold |         - |Rock Slide |Punishment |    - |Low Kick |          - |         - |   - |           - |Power-Up Punch |          - |        - |Iron Head |Bite |Nuzzle |     - |   - |          - |Razor Leaf |Supersonic |       - |        - |Parting Shot |      - |     - |Rain Dance |      - |Electric Terrain |    - |Revenge |Assurance |
 94 Gengar           |Sketch |         - |Earth Power |          - |         - |Baton Pass |        - |   - |          - |    - |Synchronoise |          - |Foul Play |          - |Focus Blast |Sludge |Power Trick |      - |Refresh |Nightmare |           - |Uproar |Mimic |   - |          - |Ion Deluge |          - |Recover |           - |        - |    - |         - |         - |Rock Slide |Punishment |    - |Low Kick |          - |         - |Howl |Sky Uppercut |Power-Up Punch |Karate Chop |        - |        - |   - |Nuzzle |     - |Gust |Dream Eater |         - |         - |Fake Out |        - |Parting Shot |      - |Spikes |Rain Dance |      - |               - |Charm |Revenge |        - |
 95 Onix             |Sketch |         - |Earth Power |          - |         - |         - |Celebrate |Sing |Lunar Dance |    - |           - |          - |Foul Play |Water Sport |          - |     - |Power Trick |      - |      - |Nightmare |           - |     - |    - |   - |Bubble Beam |         - |Shadow Ball |      - |           - |        - |Swift |         - |         - |         - |         - |    - |       - |          - |         - |Howl |           - |Power-Up Punch |          - |Stockpile |        - |   - |Nuzzle |Thrash |Gust |          - |Razor Leaf |         - |Fake Out |        - |           - |      - |Spikes |         - |      - |Electric Terrain |Charm |Revenge |        - |
 96 Drowzee          |     - |Sky Attack |Earth Power |          - |         - |Baton Pass |Celebrate |Sing |Lunar Dance |    - |Synchronoise |Lucky Chant |        - |          - |          - |     - |Power Trick |Work Up |Refresh |        - |           - |     - |    - |Smog |Bubble Beam |         - |Shadow Ball |Recover |           - |        - |    - |Sheer Cold |Mega Punch |Rock Slide |Punishment |Trick |Low Kick |          - |Pain Split |Howl |           - |Power-Up Punch |          - |Stockpile |Iron Head |Bite |     - |     - |Gust |Dream Eater |Razor Leaf |         - |       - |Magnitude |Parting Shot |      - |     - |Rain Dance |      - |               - |Charm |Revenge |Assurance |
 97 Hypno            |Sketch |         - |          - |Sacred Fire |         - |         - |Celebrate |   - |          - |Thief |Synchronoise |Lucky Chant |        - |          - |Focus Blast |     - |Power Trick |      - |      - |Nightmare |           - |     - |    - |Smog |Bubble Beam |         - |          - |      - |Final Gambit |Knock Off |    - |Sheer Cold |Mega Punch |         - |         - |Trick |Low Kick |          - |         - |Howl |Sky Uppercut |Power-Up Punch |          - |Stockpile |Iron Head |   - |Nuzzle |     - |   - |Dream Eater |Razor Leaf |         - |       - |Magnitude |           - |      - |Spikes |Rain Dance |      - |               - |Charm |      - |        - |
